"postcode","postcode_space","postcode.area","Average.download.speed..Mbit.s.","Maximum.download.speed..Mbit.s.","Minimum.download.speed..Mbit.s.","Average.upload.speed..Mbit.s.","Maximum.upload.speed..Mbit.s.","Minimum.upload.speed..Mbit.s.","Average.data.usage..GB.","All.Premises","All.Matched.Premises","lsoa_area","county"
"PL101AA","PL10 1AA","PL",3.2846635654062,4.39444915467244,1.33500106673234,1.52605630349505,3.03013370027132,0.336472236621213,5.63121178182137,3.3322045101752,3.3322045101752,"Cornwall 034A","Cornwall"
"PL101AB","PL10 1AB","PL",3.01553490085017,3.19867311755068,2.72785282839839,0.78845736036427,0.832909122935104,0.693147180559945,4.12713438504509,2.39789527279837,2.39789527279837,"Cornwall 034A","Cornwall"
"PL101AD","PL10 1AD","PL",3.48124008933569,4.36691299686383,2.26176309847379,1.97408102602201,3.04452243772342,0.741937344729377,5.47646355193151,2.77258872223978,2.77258872223978,"Cornwall 034A","Cornwall"
"PL101AE","PL10 1AE","PL",2.92852352386054,3.16968558067743,1.41098697371026,0.741937344729377,0.78845736036427,0.587786664902119,5.06890420222023,2.83321334405622,2.83321334405622,"Cornwall 034A","Cornwall"
"PL101AF","PL10 1AF","PL",3.28840188751681,4.15731936138349,2.2082744135228,1.43508452528932,2.94968833505258,0.182321556793955,4.85981240436167,3.49650756146648,3.49650756146648,"Cornwall 034A","Cornwall"
"PL101AH","PL10 1AH","PL",2.61006979274201,3.05400118167797,2.09186406167839,0.693147180559945,0.832909122935104,0.470003629245736,3.58351893845611,2.07944154167984,2.07944154167984,"Cornwall 034A","Cornwall"
"PL101AJ","PL10 1AJ","PL",3.08190996979504,3.2188758248682,3.01062088604774,0.78845736036427,0.832909122935104,0.693147180559945,3.46573590279973,2.07944154167984,2.07944154167984,"Cornwall 034A","Cornwall"
"PL101AL","PL10 1AL","PL",3.23867845216438,3.62966009445396,2.96010509591084,1.52605630349505,2.2512917986065,0.693147180559945,3.68887945411394,1.79175946922805,1.79175946922805,"Cornwall 034A","Cornwall"
"PL101AN","PL10 1AN","PL",3.1267605359604,3.92592591059714,2.72785282839839,1.3609765531356,2.57261223020711,0.641853886172395,4.34380542185368,2.70805020110221,2.70805020110221,"Cornwall 034A","Cornwall"
"PL101AP","PL10 1AP","PL",3.37416870927424,4.12713438504509,2.96527306606928,1.6094379124341,2.96527306606928,0.741937344729377,5.15905529921453,2.39789527279837,2.39789527279837,"Cornwall 034A","Cornwall"
"PL101AU","PL10 1AU","PL",3.71600812150219,4.39444915467244,2.82731362192903,2.15176220325946,2.94443897916644,0.741937344729377,6.0330862217988,1.79175946922805,1.79175946922805,"Cornwall 034A","Cornwall"
"PL101AW","PL10 1AW","PL",3.86911550441687,4.39444915467244,2.72785282839839,2.40694510831829,3.04452243772342,0.587786664902119,5.29330482472449,3.13549421592915,3.13549421592915,"Cornwall 034A","Cornwall"
"PL101AX","PL10 1AX","PL",3.45946628978613,4.39321382406445,2.75366071235426,1.68639895357023,3.04452243772342,0.641853886172395,5.01727983681492,2.89037175789616,2.89037175789616,"Cornwall 034A","Cornwall"
"PL101BA","PL10 1BA","PL",3.3603753871419,4.05352256770185,2.2082744135228,1.75785791755237,2.51769647261099,0.336472236621213,5.54126354515843,2.94443897916644,2.94443897916644,"Cornwall 034A","Cornwall"
"PL101BE","PL10 1BE","PL",3.40784192438082,4.39444915467244,2.55722731136763,1.7227665977411,3.04452243772342,0.641853886172395,5.01063529409626,3.8286413964891,3.8286413964891,"Cornwall 034A","Cornwall"
"PL101BG","PL10 1BG","PL",2.97552956623647,3.21486780347066,2.37954613413017,0.741937344729377,0.78845736036427,0.587786664902119,5.50125821054473,2.70805020110221,2.70805020110221,"Cornwall 034A","Cornwall"
"PL101BH","PL10 1BH","PL",3.20680324363393,4.02535169073515,2.02814824729229,1.25276296849537,2.39789527279837,0.641853886172395,4.12713438504509,2.07944154167984,2.07944154167984,"Cornwall 034A","Cornwall"
